ID,Province,Year,"Energy consumption (10,000 tons of standard coal)","Coal consumption (10,000 tons)","Coke consumption (10,000 tons)","Crude oil consumption (10,000 tons)","Gasoline consumption (10,000 tons)","Kerosene consumption (10,000 tons)","Diesel consumption (10,000 tons)","Fuel oil consumption (10,000 tons)","Liquefied petroleum gas consumption (10,000 tons)",Natural gas consumption (billion cubic meters),"Carbon emissions (10,000 tons)"
19,Guangdong,2008,23476.1713,13298.16,449.6,3046.21,886.9,183.07,1518.92,1077.76,0,53.58,48186.27006
19,Guangdong,2009,24653.6935,13647.26,466.43,3709.44,957.2,192.12,1567.91,894.99,0,112.86,51986.96465
19,Guangdong,2010,26908.0205,15983.62,485.97,4455.31,1086.12,202.38,1668.56,646.93,0,95.71,58296.58042
19,Guangdong,2011,28479.9883,18439.37,552.13,4403.37,1207.59,216.93,1500.55,505.28,0,114.4631,62830.43799
19,Guangdong,2012,29144.013,17634,545.5,4511.51,1259.5,243.57,1542.53,434.91,0,116.4757,61789.92972
19,Guangdong,2013,28480,17106.78,585.02,4729.48,1070.6,260.31,1538.57,435.06,536.47,124.05,62873.12022
19,Guangdong,2014,29593,17013.71,558.05,4765.76,1118.9,268.83,1575.28,418.8,585.67,133.83,63321.75412
19,Guangdong,2015,30117,16587.32,543.02,4899.6,1229.09,275.02,1587.87,403.47,736.06,145.16,63915.40092
19,Guangdong,2016,31211,16135.29,782.54,5044.45,1502.44,292.17,1676.09,456.88,758.16,167.79,66030.882
19,Guangdong,2017,32309,17172.1,940.96,5209.32,1529.91,299.89,1668.45,348.52,794.07,182.38,69115.00466
19,Guangdong,2018,33330,17067.51,933.17,5920.91,1555.09,306.49,1672.51,333.77,834.85,190.64,71407.49288
19,Guangdong,2019,34142,16833.87,985.06,5632.08,1561.02,313.11,1672.22,346.25,911.07,206.18,70888.04607
19,Guangdong,2020,34502.92,16514.14,1011.69,6249.93,1506.78,280.06,1541.48,502.81,447.71,212.58,70757.94962
19,Guangdong,2021,36821.42,18962.99,932.44,6783.97,1269.76,365.16,1363.02,605.11,402.31,285.46,77568.5568
19,Guangdong,2022,36519.05,18628.88,1075.28,6634.04,1031.4,334.89,1098.04,533.65,297.64,295.69,74950.17275
20,Guangxi,1997,2605,2142,167.95,50.87,44.54,3.34,73.27,9.01,0,0,5100.291437
20,Guangxi,1998,2438,2106,166.51,57.51,59.44,3.59,102.31,10.39,0,0,5186.44069
20,Guangxi,1999,2473,2117,161.82,57.45,64.59,3.75,100.69,7.32,0,0,5194.532023
20,Guangxi,2000,2669.34,2228.43,158.61,61.41,65.87,3.79,147.44,7.67,0,0,5558.769979
20,Guangxi,2001,2669,2228,158.61,61.41,65.87,3.79,147.44,7.67,0,0,5557.95285
20,Guangxi,2002,3120,2133,177.15,70.24,84.37,11.17,214.48,13.13,0,0,5758.39562
20,Guangxi,2003,3523,2621,194.2,73.19,116.7,10.43,217.73,20.85,0,0,6870.329342
20,Guangxi,2004,4203.28,3366.71,344.16,82.36,129,5.05,286.66,29.63,0,0.02,9005.494628
20,Guangxi,2005,4868.5708,3618.87,433.04,97.71,139.59,6.8,295.46,32.96,0,1.12,9883.125702
20,Guangxi,2006,5390.3495,3979.84,451.26,118.21,173.91,0,308.91,24.07,0,1.22,10778.5516
20,Guangxi,2007,5997.3843,4671.04,520.42,152.98,190.7,0.27,337.25,20.85,0,1.34,12524.91278
20,Guangxi,2008,6497.0536,4676.3282,580.026,133.3,202,16.05,355.54,9.9247,0,1.013,12741.5633
20,Guangxi,2009,7074.9634,5199.11,627.88,163.03,216.28,0.09,413.61,7.38,0,1.21,14131.24145
20,Guangxi,2010,7918.9735,6206.82,682.07,396.02,247.68,2.73,442.37,34.64,0,1.82,17193.46764
20,Guangxi,2011,8591.3638,7032.89,740.25,1064.06,259.48,0.28,476.91,50.45,0,2.5273,21146.82564
20,Guangxi,2012,9154.5047,7264,805.1,1473,285.413,0.08,519.46,49.72,0,3.1829,23225.42272
20,Guangxi,2013,9100,7344.11,974.5,1296.13,224.21,23.83,430.89,44.83,125.88,4.55,23350.89643
20,Guangxi,2014,9515,6796.51,1018.65,1390.47,244.3,90.32,506.17,31.22,103.02,8.25,23179.88319
20,Guangxi,2015,9806,6094.82,1000.12,1428.77,270.89,56.36,485.34,24.1,91.32,8.37,21763.63849
20,Guangxi,2016,10110,6403.86,1020.96,1340.43,335.03,62.51,538.43,10.54,92.52,15.37,22626.27336
20,Guangxi,2017,10456,6617.64,1088.52,1563.03,356.97,50.95,535.01,10.45,88.65,16.76,23934.53323
20,Guangxi,2018,10823,7339.78,1023.08,1599.33,334.15,52.2,486.67,16.28,84.23,22.68,25149.43509
20,Guangxi,2019,11270,8021.91,1079.35,1637.82,256.68,46.36,487.19,17.99,83.26,27.86,26594.68972
20,Guangxi,2020,12081.05,8496.71,1413.42,1276.2,286.16,20.27,435.86,19.96,3.88,31.52,27048.15373
20,Guangxi,2021,13189.02,7857.73,1580.09,1698.17,305.09,23.53,452.77,33.75,6.09,41,27958.25255
20,Guangxi,2022,13207.1,8080.57,1502.93,1594.58,329.79,22.36,510.77,24.97,7.98,33.22,27906.19144
21,Hainan,1997,390,138,1.18,0.01,27.22,14.54,41.59,6.02,0,5.11,647.508763
21,Hainan,1998,407,169,0.67,1.1,28.69,16.18,43.44,6.3,0,5.58,734.279285
21,Hainan,1999,431,179,2.51,6.39,29.34,22.1,44.53,11.08,0,5.1,802.462033
21,Hainan,2000,479.95,191.63,3.47,14.69,30.93,28.13,46.2,9.39,0,5.28,880.821675
21,Hainan,2001,520,330.0866667,0.04,13.49,31.37,30.49,48.24,9.99,0,6.56,1174.801551
21,Hainan,2002,602,468.5433333,2.98,22.545,25.58,41.345,49.485,7.615,0,15.32,1675.213707
21,Hainan,2003,684,607,5.92,31.6,19.79,52.2,50.73,5.24,0,24.08,2175.625864
21,Hainan,2004,742.48,477.3402,3.51,13.87,34.21,54.26,53.98,5.88,0,23.89,1925.173947
21,Hainan,2005,822.1978,326.01,19.106,11.46,21.2676,62.828,63.116,5.24,0,20.97,1626.04874
21,Hainan,2006,920.4523,332.2299,18.65,230.1,27.1205,66.2666,75.402,11.28,0,23.97,2446.477497
21,Hainan,2007,1056.9991,426.4097,22.99,816.28,32.0614,75.2438,85.191,20.18,0,23.487,4497.907101
21,Hainan,2008,1135.3303,471.9497,14.88,796.83,38.85,80.16,93.8,29.55,0,26.78,4664.803562
21,Hainan,2009,1232.5204,536.8899,17.76,835.68,47.62,90.03,106.24,26.82,0,24.94,4959.282712
21,Hainan,2010,1358.5066,647.1999,0.05,859.17,52.63,87.43,139.98,30.49,0,29.72,5415.460906
21,Hainan,2011,1600.6207,815.47,0.02,915.19,60.5,90.15,146.18,35.29,0,48.86,6383.839254
21,Hainan,2012,1687.9811,931,0.05,930.81,65.05,82.83,155.67,39.06,0,47.4863,6653.508126
21,Hainan,2013,1720,1008.78,0.04,737.65,72.13,85.74,130.25,36.77,16.87,46.02,6182.040885
21,Hainan,2014,1820,1018.3,0.04,942.52,80.16,84.59,112.15,41.48,30.44,46,6839.468744
21,Hainan,2015,1916,1071.92,0,1116.11,89.32,85.69,93.14,31.93,59.03,45.65,7487.562696
21,Hainan,2016,1984,1015.31,0,1118.66,97.09,105.76,83.1,13.32,55.97,40.85,7267.540339
21,Hainan,2017,2080,1099.34,0.02,979.99,104.5,114.68,84.67,13.99,39.67,42.98,7059.554764
21,Hainan,2018,2170,1162.67,0.03,1060.85,107.58,128.16,90.04,6.01,32.48,44.27,7470.715855
21,Hainan,2019,2264,1130.39,0.03,1138.16,107.6,131.04,87.76,6.25,28.55,46.15,7673.780486
21,Hainan,2020,2270.64,1023.84,0.03,1135.06,112.31,106.05,88.17,35.15,10.09,48.64,7489.916402
21,Hainan,2021,2446.19,1133.02,0.03,1137.51,123.99,112.14,92.72,40.42,5.31,54.9,7908.682926
21,Hainan,2022,2424,1138.74,0.03,905.87,123.65,66.08,92.66,64.14,4.44,58.18,7223.301781
22,Chongqing,1997,2656,2735,120.42,0,32.82,7.78,38.24,0,0,25.75,6336.404628
22,Chongqing,1998,3277,2849,189.92,0,59.55,8.26,57.54,0.09,0,23.99,6853.455043
22,Chongqing,1999,3689,3051,149.78,0,62.92,8.43,61.15,1.58,0,29.92,7276.995226
22,Chongqing,2000,2428,2942.05,180.74,0,65.66,8.34,61.44,2.68,0,33.26,7242.866479
22,Chongqing,2001,3016,2736,191.05,0.19,64.14,8.33,64.31,4.1,0,26.56,6745.424228
22,Chongqing,2002,2662,3053,189.72,0.25,65.41,8.53,68.91,3.24,0,27.33,7376.674245
22,Chongqing,2003,3009,2646,187.73,0.27,65.87,8.58,73.15,2.99,0,28.75,6642.1529
22,Chongqing,2004,3670,2904.38,191.42,0.48,76.37,12.53,169.57,4.32,0,30.34,7524.084195
22,Chongqing,2005,4942.8947,4196.44,388,2.86,77.53,12.3,180.18,3.61,0,35.5,10693.73309
22,Chongqing,2006,5368.495,4690.31,329.15,3.17,86.22,23.01,186.55,2.66,0,40.05,11637.66153
22,Chongqing,2007,5946.8972,5109.87,323.38,0.13,86.46,27.01,234.11,7.84,0,43.53,12660.97117
22,Chongqing,2008,6472.3644,5272.7317,342.4372,0.02,96.5893,30.4356,257.6488,8.14,0,48.75,13251.2967
22,Chongqing,2009,7029.8185,5781.7219,334.1,0.01,90.54,34.06,273.5536,7.5883,0,49.4675,14250.89792
22,Chongqing,2010,7855.5188,6396.9028,299.4677,0,102.6303,41.7828,338.5093,8.609,0,56.59,15737.8455
22,Chongqing,2011,8791.9592,7189.2463,377.7894,0,144.9703,52.78,397.6959,9.3669,0,61.7973,17922.8388
22,Chongqing,2012,9278.406,6750,503.77,0,144.6329,54.2839,409.9148,9.8861,0,70.9756,17689.97581
22,Chongqing,2013,8049,5794.47,208.82,0,161.7,58.99,455.95,11.98,16.63,72.19,15321.63356
22,Chongqing,2014,8593,6095.78,320.43,0,181.64,61.99,425.53,14.75,19.75,82.15,16420.49104
22,Chongqing,2015,7747,5047.19,169.91,0,199.98,66.63,491.21,13.9,20.18,88.37,14401.41981
22,Chongqing,2016,7982,4854.37,384.31,0,219.05,80.97,514.22,13.91,21.22,89.32,14842.36673
22,Chongqing,2017,8279,5290.31,162.28,0,232.65,83.44,542.31,14.25,21.98,95.24,15301.32703
22,Chongqing,2018,8557,5129.52,266.86,0,358.96,94.93,411.42,16.18,25.21,99.5,15402.09579
22,Chongqing,2019,8889,5022.94,306.43,0,400.08,102.14,407.02,18.42,28.22,103.51,15544.31619
22,Chongqing,2020,7621.87,4995.54,323.46,0,410.27,86.32,387.07,12.69,11.84,103.31,15387.94453
22,Chongqing,2021,8046.31,4503.11,341.33,0,416.25,73.99,390.94,13.19,11.36,130.22,15077.50457
22,Chongqing,2022,8022.76,4789.38,363.26,,384.01,63,334.46,11.57,10.26,130.23,15373.56493
23,Sichuan,1997,6628,6064,575.54,33.94,100.03,28.75,79.91,9.56,0,52.14,15056.67923
23,Sichuan,1998,6750,5900,541.3,37.31,120.34,33.48,136.78,11.63,0,56.84,15015.21094
23,Sichuan,1999,6370,4862,447.25,38.89,143.65,36.04,161.61,13.32,0,58.67,12976.16595
23,Sichuan,2000,6517.82,4861.98,447.25,38.89,143.65,36.04,161.61,13.32,0,58.67,12976.12794
23,Sichuan,2001,6810,4650,487.81,55.8,157.96,43.62,194.86,11.74,0,63.07,12998.18459
23,Sichuan,2002,7510,5462,541.2,57.78,171.47,56.13,196.43,12.42,0,69.96,14933.19212
23,Sichuan,2003,9204,7254,625.58,75.67,181.66,72.14,226.98,11.13,0,74.68,18904.58483
23,Sichuan,2004,10699.98,8188.68,813.32,114.99,204.02,78.99,269.71,8.11,0,80.64,21674.16727
23,Sichuan,2005,11816.1426,8512.91,894.54,140.81,224.44,93.56,287.43,8.08,0,89.52,22951.0736
23,Sichuan,2006,12986.4956,9159.89,1003.67,174.94,269.32,105.83,354.61,9.5,0,106.08,25334.62407
23,Sichuan,2007,14214.1968,10190.7,1144.05,239.95,330.44,128.62,394.23,7.17,0,112.15,28385.42587
23,Sichuan,2008,15145.0694,10727.41,1119.1,285.49,375.92,126.61,473.94,12.6,0,108.94,29793.0842
23,Sichuan,2009,16321.7474,12147.35,1121.9854,315.68,462.92,155.07,538.46,13.34,0,126.99,33523.57662
23,Sichuan,2010,17891.8263,11520.4,1353.64,351.76,541.82,173.31,525.1,62.82,0,175.39,34551.85663
23,Sichuan,2011,19696.1883,11454.34,1438.85,361.75,642.08,206.24,576.52,70.45,0,156.0781,34858.73379
23,Sichuan,2012,20574.9974,11872,1562.85,351.47,700,205.44,643.4,75.21,0,152.998,36298.63138
23,Sichuan,2013,19212,11678.55,1760.13,306.49,818.47,239.76,754.04,87.9,60.9,148.3,37279.69052
23,Sichuan,2014,19879,11045.39,1863.88,865.4,829.84,250.54,748.57,125.72,63.23,165.17,38602.2075
23,Sichuan,2015,18306,8824.34,1152.08,989.56,767.06,194.76,842.41,24.91,74.76,196.92,33061.22925
23,Sichuan,2016,18756,8467.99,1129.38,902.77,800.62,210,862.64,69.61,68.13,202.69,32509.91214
23,Sichuan,2017,19229,7815.38,1127.09,956.37,828.14,205.94,888.45,65.54,90.03,216.26,31921.64778
23,Sichuan,2018,19916,7495.78,1165.88,719.82,874.13,209.47,902.12,33.33,52.91,237,31129.39127
23,Sichuan,2019,20791,7713.47,1302.68,1010.17,916.97,214.2,912.92,50.06,54.57,254.38,33418.3633
23,Sichuan,2020,21185.9,7501.62,1215.66,955.15,955.15,897.18,160.07,898.65,81.32,250.59,35138.08433
23,Sichuan,2021,22569.4,7675.75,1188.62,1024.84,934.8,169.26,925.67,52.36,80.01,274.38,33539.3755
23,Sichuan,2022,22545.02346,7622.39,1117.54,1008.78,985.82,167.49,955.19,25.84,93.88,275.9,33413.12121
24,Guizhou,1997,3960,5176,242.25,0,43.42,7.73,33.82,6.58,0,4.98,10912.49331
24,Guizhou,1998,4315,5522,219.21,0,44.72,8.62,37.82,6.1,0,5.56,11533.98241
24,Guizhou,1999,4018,5028,237.43,0,39.19,8.88,52.62,8.49,0,6.22,10699.63764
24,Guizhou,2000,4278.61,5146.3,238.86,0,46.46,9.37,57.81,7.51,0,5.72,10953.42297
24,Guizhou,2001,4438,4946,225.34,0,47.83,2.36,82.85,7.46,0,6,10600.38893
24,Guizhou,2002,4470,5199,234.4,0,50.48,2.29,89.23,7.67,0,5.48,11123.79547
24,Guizhou,2003,5534,6794,239.99,0,58.94,2.55,104.41,9.94,0,5.45,14249.84895
24,Guizhou,2004,6021,7993.74,269.06,0,67.23,2.69,108.4,10.34,0,4.99,16641.21481
24,Guizhou,2005,5641.2538,7920.6744,254.26,0,71.91,2.64,132.17,10.39,0,5.05,16548.61852
24,Guizhou,2006,6172.454,8994.5664,338.14,0,81,9.63,171.88,12.01,0,4.98,19003.51826
24,Guizhou,2007,6799.7179,9572.63,445.97,0,105.81,3.57,184.04,21.19,0,5.14,20534.98488
24,Guizhou,2008,7083.9867,9732.18,450.97,0,123.4244,2.95,226.46,23.1567,0,4.74,21031.05608
24,Guizhou,2009,7566.3297,10912.47,367.79,0,129.99,2.95,234.69,13.47,0,4.18,23037.85379
24,Guizhou,2010,8175.4334,10908.0964,380.44,0,143.36,8.94,264.66,14.43,0,4.19,23218.96085
24,Guizhou,2011,9067.8501,12084.973,402.88,0,145.23,10.84,304.97,16.04,0,4.758,25672.95955
24,Guizhou,2012,9878.3789,13328,382.26,0,158.3,13.27,336.03,4.68,0,5.2639,28092.69609
24,Guizhou,2013,9299,13650.74,423.46,0,195.4,21.8,378.7,0.51,7.09,8.42,29167.203
24,Guizhou,2014,9709,13117.6,375.31,0,217.38,30.1,380.34,0.12,11.36,10.62,28170.34105
24,Guizhou,2015,9344,12956.77,310.42,0.02,290.47,31.5,453.96,0.42,14.09,13.32,28192.90407
24,Guizhou,2016,9606,13678.92,253.42,0.02,313.65,38.64,440.49,0.52,14.54,17.11,29533.47323
24,Guizhou,2017,9846,13634.1,214.9,0,380.41,48.57,480.92,0.32,15.16,17.73,29703.16688
24,Guizhou,2018,10036,12008.04,209.54,0,437.87,56.68,571.07,0.4,22.33,30.82,27375.00242
24,Guizhou,2019,10423,12204.17,223.81,0,465.68,59.12,583.44,0.16,24.02,36.76,28048.44703
24,Guizhou,2020,10621.44,11658.89,248.69,0,484.53,49.45,598.02,0.5,8.58,39.11,27158.51859
24,Guizhou,2021,11263.82,14372.19,263.43,0,596.6,49.8,728.78,0.81,7.94,48.08,33283.40574
24,Guizhou,2022,10980.6384,14059.6,269.86,,605.59,32.34,732.52,0.69,6.6,53.93,32814.91808
25,Yunnan,1997,3429,3295,394.07,42.05,72.88,14.9,51.08,1.76,0,5.67,8060.157048
25,Yunnan,1998,3364,3162,405.88,49,76.93,16.78,52.5,3.37,0,4.89,7872.351937
25,Yunnan,1999,3288,2960,387.89,50.19,81.23,19.43,53.96,6.45,0,5.1,7480.041778
25,Yunnan,2000,3468.33,3062.04,360,0,90.79,19.24,55.46,11.17,0,5.17,7491.121941
25,Yunnan,2001,3490,3101,380.36,0,111.47,20.55,114.45,8.68,0,5.29,7865.155921
25,Yunnan,2002,4131,3556,590.14,0,97.6,18.95,179.35,8.53,0,5.14,9481.651716
25,Yunnan,2003,4450,4614,759.23,0,106.1,20.02,207.45,5.69,0,5.6,12091.85057
25,Yunnan,2004,5209.81,5688.54,1046.32,0.06,111.47,23.5,238.69,7.54,0,5.76,15087.43164
25,Yunnan,2005,6023.9691,6681.53,1223.36,0.0699,122.95,28.71,283.9,3.91,0,6.12,17666.37337
25,Yunnan,2006,6620.5652,7481.9969,1252.0053,0.07,128.116,35.0574,331.6599,4.7235,0,5.45,19439.66082
25,Yunnan,2007,7132.6323,7620.4527,1377.3886,0.11,158.1135,36.1842,382.147,5.04,0,5.4883,20310.81786
25,Yunnan,2008,7510.8201,7915.685,1331.4291,0.06,178.8639,38.1862,411.9512,5.2,0,5.2779,20895.20262
25,Yunnan,2009,8032.0617,8885.6124,1276.3331,0.065,193.2735,37.2361,437.6964,5.163,0,4.522,22683.29939
25,Yunnan,2010,8674.1701,9349.3955,1231.21,0.0595,232.4913,47.4437,562.0426,5.6152,0,3.6437,23948.46973
25,Yunnan,2011,9540.28,9663.9538,1218.4427,0.0202,250.337,51.1155,609.8416,2.5859,0,4.1999,24723.25722
25,Yunnan,2012,10433.6832,9850,1338.869,0.02,287.512,56.0632,650.888,2.61,0,4.3027,25674.31466
25,Yunnan,2013,10072,9783.09,1347.57,0.03,280.01,63.73,559.81,3.24,35.75,4.27,25403.47397
25,Yunnan,2014,10455,8674.67,1133.78,0.04,297.74,77.3,569.13,3.82,43.82,4.63,22841.97036
25,Yunnan,2015,10425,7756.37,874.33,0.03,368.35,82.39,596.17,2.51,40.81,6.34,20683.8589
25,Yunnan,2016,10726,7481.48,907.09,0.04,391.03,102.96,610.5,1.11,42.69,7.71,20459.01364
25,Yunnan,2017,11164,7396.26,952.31,401.96,395.84,113.82,610.83,0.57,43.44,9.69,21731.58496
25,Yunnan,2018,11590,7402.33,1064.75,1010.03,426.64,122.56,628.65,1.77,45.34,13,24154.14592
25,Yunnan,2019,12158,7532.73,1120.29,1086.58,467.34,127.65,673.37,0.23,86.84,16.47,25263.71209
25,Yunnan,2020,12981.94,8201.22,1216.96,1027.62,467.21,94.56,672.61,0.01,8.46,18.7,26334.33072
25,Yunnan,2021,13426.35,7926.43,1180.27,976.39,520.09,92.76,669.95,0.04,6.76,21.14,25741.06705
25,Yunnan,2022,14158.53445,7860.79,1121.45,1003.31,499.8,63.81,644.95,0.11,11.23,23.93,25379.68087
27,Shaanxi,1997,3111,3590,292.64,291.22,95.25,18.9,93.86,31.41,0,0.62,9278.054749
27,Shaanxi,1998,3022,3509,233.37,342.2,92.73,25.85,86.73,56.82,0,1.92,9208.879073
27,Shaanxi,1999,2668,2998,191.39,446.03,94.06,26.67,90.41,60.45,0,3.47,8494.13087
27,Shaanxi,2000,2731.23,2765.72,134.27,521.61,103.51,19.49,94.76,80.05,0,6.67,8268.471092
27,Shaanxi,2001,3257,3133,128.04,618.26,78.16,18.48,120.77,91.39,0,10.84,9369.988549
27,Shaanxi,2002,3713,3451,175.94,704.25,95,28.03,147.38,120.19,0,14.01,10691.44738
27,Shaanxi,2003,4170,3961,188.88,869.97,105.43,36.01,162.56,57.15,0,18.26,12191.45039
27,Shaanxi,2004,4775.96,4958.0558,249.65,1072.98,144.96,48.46,197.75,39.85,0,32.77,15394.06734
27,Shaanxi,2005,5571.3395,6049.117,251.1,1242.42,196.7,34.81,283.62,4.43,0,18.76,17943.91376
27,Shaanxi,2006,6129.365,7597.6,288.23,1488.94,178.16,34.8,311.69,0.99,0,28.43,21968.04548
27,Shaanxi,2007,6774.8594,8082.01,407,1608.85,286.77,1.78,279.89,1.13,0,41.34,23989.63064
27,Shaanxi,2008,7417.4563,8941.31,387.95,1764.73,219.133,15.6457,443.55,5.932,0,51.6036,26626.6978
27,Shaanxi,2009,8043.6,9496.5,655,1870.1,248.49,8.48,493.29,0.03,0,50.0093,28928.85971
27,Shaanxi,2010,8882.1118,11638.5304,731.25,2104.6086,255.2264,8.94,531.4995,0.1364,0,59.1914,34263.9873
27,Shaanxi,2011,9760.7686,13318,793.6778,2095.6687,279.6042,9.6736,573.7467,0.1557,0,62.4852,37882.64594
27,Shaanxi,2012,10625.7099,15774,895.445,2267.9582,287.0149,10.1073,586.4955,0.0912,0,65.9714,43498.85513
27,Shaanxi,2013,10610,17247.95,935.22,2230.64,220.98,32.27,521.87,21.7,22.71,70.3,46207.14979
27,Shaanxi,2014,11222,18375.34,975.07,2249.6,229.92,36.26,539.43,17.53,22.15,74.26,48683.9814
27,Shaanxi,2015,11746,18373.61,960.47,2101.1,243.51,34.48,409.39,13.81,22.82,92.35,48203.6306
27,Shaanxi,2016,12146,19392.24,830.38,1823.86,257.31,30.03,409.63,12.35,28.79,98.22,49098.38365
27,Shaanxi,2017,12549,20065.4,829.6,1853.57,277.42,50,373.81,19.46,28.94,103.16,50603.13684
27,Shaanxi,2018,12900,19395.89,769.12,1864.17,298.34,77.96,400.54,28.09,33.76,105.52,49511.58753
27,Shaanxi,2019,13478,21548.81,750.78,1837.74,305.88,91.12,377.11,8.51,33.16,122.86,53770.62987
27,Shaanxi,2020,13512.26,22594.58,796.68,1843.68,288.73,83.2,308.47,6.57,94.53,101.6,55345.0527
27,Shaanxi,2021,14515.23,27477.13,766.45,1856.17,297.26,82.89,318.15,6.91,101.68,119.38,65036.29169
27,Shaanxi,2022,16099.28057,29067.93,866.21,1925.92,288.59,43.31,325.8,7.6,100.38,147.95,69050.07552
28,Gansu,1997,2581,2374,152.1,785.79,63.21,3.96,77.45,74.8,0,0.64,8007.573988
28,Gansu,1998,2687,2374,144.57,803.95,70.32,3.99,69.73,69.02,0,2.14,8051.951158
28,Gansu,1999,2917,2395,168.18,794.09,81.7,3.34,63.7,69.22,0,0.14,8099.661056
28,Gansu,2000,3011.62,2480.38,179.28,880.88,98.41,3.73,91.82,58,0,0.85,8672.622498
28,Gansu,2001,2905,2551,176.67,887.1,103.96,5.28,100.8,50.12,0,1.19,8849.187396
28,Gansu,2002,3174,2798,177.4,935.32,97.37,5.3,71.17,30.39,0,2.76,9326.639854
28,Gansu,2003,3525,3219,181.78,1017.98,97.82,5.34,82.33,19.95,0,7.37,10491.36211
28,Gansu,2004,3907.74,3479.32,346.73,1154.76,77.47,6.8,105.9,15.48,0,8.53,11899.71413
28,Gansu,2005,4367.669,3750.67,424.41,1229.26,86.9,4.61,114.98,16.03,0,9.62,12936.9608
28,Gansu,2006,4743.0488,3959.09,469.36,1323.38,88.03,4.68,117.61,14.05,0,11.97,13802.04156
28,Gansu,2007,5109.2945,4468.92,561.56,1432.87,87.66,5.48,113.94,14.33,0,12.97,15377.76317
28,Gansu,2008,5346.3281,4682.87,544.17,1394.36,50.18,5.51,168.61,12.73,0,12.01,15652.15562
28,Gansu,2009,5481.5993,4478.5,540.33,1440.79,50.14,5.45,185.62,13.39,0,12.43,15456.57518
28,Gansu,2010,5923.1279,5389.569,541.6,1400.18,56.57,4.98,210.64,14.63,0,14.42,17210.67616
28,Gansu,2011,6495.7769,6303.32,601.28,1635.77,58.77,3.72,222.68,9.42,0,15.8539,19883.68411
28,Gansu,2012,7007.0411,6558,654.07,1544.21,65.8,5.23,258.03,9.25,0,20.2805,20471.85627
28,Gansu,2013,7287,6541.07,666.72,1575.63,122.89,5.1,375.35,4.29,7.06,23.23,21170.49682
28,Gansu,2014,7521,6715.87,692.97,1467.85,128.98,5.62,374.8,7.05,7.07,25.2,21321.30738
28,Gansu,2015,7489,6585.06,590,1446.5,171.2,5.86,299.5,4.97,9.19,26.04,20622.94646
28,Gansu,2016,7300,6348.4,503.86,1367.29,210.55,8.16,305.95,3.33,11.07,26.4,19838.01634
28,Gansu,2017,7504,6336.36,457.89,1460.11,211.28,8.02,304.26,2.87,11.05,28.91,20013.20854
28,Gansu,2018,7823,6819.03,476.83,1453.98,202.48,9.8,289.55,3.84,15.54,31.17,20966.04909
28,Gansu,2019,7818,6810.16,525.68,1479.96,208.78,10.49,281.82,3.47,23.98,32.93,21227.02288
28,Gansu,2020,8104.71,7245.45,582.27,1483.92,209.57,7.6,281.55,2.23,3.29,35.38,22205.65871
28,Gansu,2021,8434.23,8022.49,595.19,1487.54,223.71,7.53,249.14,1.67,3.69,37.49,23716.05379
28,Gansu,2022,8667.89,8731.79,613.78,1471.87,191.13,7.53,290.16,1.4,3.81,39.01,25133.85929
29,Qinghai,1997,707,550,13.11,51.68,20.84,0.14,10.27,9.06,0,2.2,1408.259163
29,Qinghai,1998,739,538,13,55.48,17.72,0.13,10.95,8.78,0,2.68,1399.05596
29,Qinghai,1999,939,637,12.81,59.12,17.61,0.08,17.93,3.12,0,3.47,1617.883318
29,Qinghai,2000,897.2,522.2,15.59,62.17,16.31,0.06,19.29,6.93,0,3.91,1438.850266
29,Qinghai,2001,930,642,17.44,65.4,17.61,0,18.59,4.86,0,5.85,1718.382048
29,Qinghai,2002,989,620,17.88,62.43,16.1,0,18.64,4.2,0,11.27,1779.697664
29,Qinghai,2003,1066,675,30.27,66.73,17.16,0,22.63,3.9,0,15.15,2031.035487
29,Qinghai,2004,1364.4,680.05,41.23,83.41,16.81,0,23.93,2.2,0,17.91,2179.639027
29,Qinghai,2005,1670.3558,949.1779,47.0236,95.0469,12.9201,0.0051,62.2152,0.019,0,11.0169,2693.977466
29,Qinghai,2006,1903.3868,1082.2738,93.2307,104.2875,15.2649,0,61.658,0.0616,0,13.2734,3161.0225
29,Qinghai,2007,2095.0206,1290.5,116.2361,110.1471,18.3621,2.0592,73.067,0.2164,0,14.304,3713.586884
29,Qinghai,2008,2279.1503,1316.4514,150.1608,109.2019,21.3772,0.397,78.3808,0.1277,0,22.9023,4062.970777
29,Qinghai,2009,2348.1738,1309.5423,185.5628,82.0268,23.1739,0.1577,87.1067,0.16,0,24.5566,4136.450743
29,Qinghai,2010,2568.2636,1270.6803,160.1263,127.9792,26.192,0.1731,89.8876,0.12,0,23.723,4127.961167
29,Qinghai,2011,3189.0302,1508.2179,156.0279,156.2519,28.971,0.1917,102.3691,0.0971,0,32.0527,4879.878541
29,Qinghai,2012,3524.06,1859,196.3254,145.4357,29.9054,0,106.1633,0.1656,0,40.114,5817.489709
29,Qinghai,2013,3768,2073.15,230.22,146.19,32.85,0,110.77,0.12,9.27,41.56,6406.41402
29,Qinghai,2014,3992,1816.51,253.22,143.34,37.17,0,113.73,0.04,9.86,40.59,5978.305381
29,Qinghai,2015,4125,1508.12,249.21,154.33,44.96,0.01,114.53,0.03,9.12,44.38,5518.907754
