ID,Province,Year,"Energy consumption (10,000 tons of standard coal)","Coal consumption (10,000 tons)","Coke consumption (10,000 tons)","Crude oil consumption (10,000 tons)","Gasoline consumption (10,000 tons)","Kerosene consumption (10,000 tons)","Diesel consumption (10,000 tons)","Fuel oil consumption (10,000 tons)","Liquefied petroleum gas consumption (10,000 tons)",Natural gas consumption (billion cubic meters),"Carbon emissions (10,000 tons)"
29,Qinghai,2016,4101,1962.4,228.44,149.45,56,0.01,128.92,0.1,9.86,46.25,6427.820411
29,Qinghai,2017,4193,1747.01,219,152.53,60.05,0.02,152.26,0.22,10.72,49.56,6159.566912
29,Qinghai,2018,4364,1639.64,233.12,142.51,62.08,0.02,159.36,0.18,9.09,51.25,6024.936049
29,Qinghai,2019,4235,1541.92,236.06,156.45,66.78,0.02,169.08,0.2,10.09,52.12,5955.565955
29,Qinghai,2020,4150.36,1396.38,231.98,152.43,152.43,74.76,0.55,154.26,0.08,46.09,5937.241118
29,Qinghai,2021,4694.47,1667.77,277.75,143.47,81.95,0.6,167.71,0.17,0.1,51.43,6270.652939
29,Qinghai,2022,4798.039998,1723.87,245.6,152.44,76.5,0.59,172.87,0.19,0.07,44.67,6166.197714
30,Ningxia,1997,805,1093,29.36,83.74,10.14,0.01,11.39,29.9,0,0.03,2574.454946
30,Ningxia,1998,827,1087,11.96,87.59,10.34,0.06,12.75,28.38,0,0.11,2526.760055
30,Ningxia,1999,848,1042,28.91,92.62,10.5,0.04,11.22,33.13,0,0.12,2515.890342
30,Ningxia,2000,1179.43,1041.89,28.91,92.62,10.5,0.04,11.22,33.13,0,0.12,2515.681309
30,Ningxia,2001,1278.715,1682.926667,36.60666667,128.5466667,14.53333333,0.026666667,25.16,26.08666667,0,3.446666667,3968.845665
30,Ningxia,2002,1378,2323.963333,44.30333333,164.4733333,18.56666667,0.013333333,39.1,19.04333333,0,6.773333333,5422.01002
30,Ningxia,2003,2015,2965,52,200.4,22.6,0,53.04,12,0,10.1,6875.174376
30,Ningxia,2004,2322.23,2761.19,114.83,159.1,35.49,4.13,68.94,3.98,0,6.77,6544.787421
30,Ningxia,2005,2536.0792,3276.66,69.72,167.05,24.49,2.01,68.02,1.8,0,6.63,7367.942152
30,Ningxia,2006,2829.783,3519.41,126.16,174.42,19.07,2.2492,82.11,0.98,0,7.94,8067.150218
30,Ningxia,2007,3077.2631,4088.78,65.08,156.78,19.06,2.812,88.28,0.53,0,8.99,8963.179745
30,Ningxia,2008,3229.2575,4286.97,237.98,183.749,20.66,3.72,96.51,1.98,0,11,9996.778776
30,Ningxia,2009,3387.6541,4780.8623,250.9972,182.6507,20.9515,4.2289,98.5739,0.5169,0,11.9774,10994.50573
30,Ningxia,2010,3681.098,5764.9207,228.8988,175.7692,22.6833,5.1611,105.8208,39.7648,0,15.4751,13011.07214
30,Ningxia,2011,4316.3303,7946.962,357.441,91.7064,20.8017,6.5845,104.0423,36.6645,0,18.5777,17321.92758
30,Ningxia,2012,4562.3895,8055,377.5533,424.1172,23.3611,7.3234,111.3225,20.62,0,20.4807,18611.16909
30,Ningxia,2013,4781,8533.51,417.96,463.31,20.04,0.12,117.91,39.51,6.9,19.57,19805.05518
30,Ningxia,2014,4946,8857,386.87,426.15,21.77,0.03,123.38,30.19,2.18,17.88,20159.57583
30,Ningxia,2015,5438,8928.41,488.53,477.12,37.08,0.02,119.25,50.83,17.38,20.05,20931.56264
30,Ningxia,2016,5591,8680.01,450.61,576.35,23.19,0.02,115.4,82.15,45.26,22.4,20834.92429
30,Ningxia,2017,6461,11046.2,524.01,591.37,21,0.01,120.2,87.37,62.46,19.99,25612.94293
30,Ningxia,2018,7100,12711.22,578.06,448.7,18.77,0.02,117.63,80.48,82.89,20.96,28548.70101
30,Ningxia,2019,7648,13724.01,626.57,459.61,19.63,0.01,120.58,141.05,110.26,25.35,31028.74546
30,Ningxia,2020,7933,14628.85,764.82,380.97,20.88,0.01,115.94,155.98,1.18,29.39,32691.9119
30,Ningxia,2021,8047.9,15181,820.95,556.71,21.05,0.05,121.48,143.17,1.01,28.37,34387.00261
30,Ningxia,2022,8679,16307.45,841.95,459.84,18.85,0.15,115.13,134.57,1.13,26.67,36205.61453
31,Xinjiang,1997,3230,2589,74.55,943.71,97.37,18.39,125.06,108.94,0,19.34,9474.855864
31,Xinjiang,1998,3280,2604,78.77,1024.03,99.26,19.45,131.59,91.56,0,20.29,9752.316756
31,Xinjiang,1999,3215,2580,74,1005.45,86.22,18.44,131.78,56.65,0,22.29,9528.75172
31,Xinjiang,2000,3327.63,2702.4,74.06,1071.29,101.93,21.31,155.28,56.59,0,23.44,10112.41318
31,Xinjiang,2001,3496,2734,73.02,1076.34,86.35,23.73,166.63,52.04,0,34.64,10409.32873
31,Xinjiang,2002,3723,2898,83.06,1128.01,86.7,16.61,169.55,34.21,0,34.57,10836.20265
31,Xinjiang,2003,4177,3184,86.61,1189.14,91.35,15.61,181.55,46.52,0,40.55,11790.58612
31,Xinjiang,2004,4909.66,3631.79,126.88,1314.13,110.91,18.2,196.14,20.11,0,54.01,13451.58543
31,Xinjiang,2005,5506.4922,3854.19,179.18,1628.77,106.73,26.12,302.76,17.32,0,56.04,15350.88092
31,Xinjiang,2006,6047.2716,4436.21,230.6,1813.64,117.82,30.88,341.014,19.31,0,65.04,17528.47104
31,Xinjiang,2007,6575.9186,4943.69,284.75,1873.37,124.51,33.28,378.39,22.26,0,69.81,19083.14992
31,Xinjiang,2008,7069.3886,5708.56,456.12,1940.53,123.66,38.15,335.44,27.34,0,69.84,21125.67535
31,Xinjiang,2009,7525.558,7417.71,528.24,1997.9,121.87,31.4,331.7,22.37,0,67.93,24658.87083
31,Xinjiang,2010,8290.2017,8106.35,648.21,2308.44,131.17,33.33,363.72,14.95,0,80.15,27621.36955
31,Xinjiang,2011,9926.5031,9745.08,880.23,2598.46,138.84,37.32,390.52,2.4,0,95.0224,32674.20842
31,Xinjiang,2012,11831.3864,12028,1011.07,2594.85,154.63,45.34,433.35,8.06,0,101.9505,37746.55127
31,Xinjiang,2013,13632,14205.5,1110.05,2560.76,209.36,22.93,545.89,13.19,49.3,127.41,43225.15762
31,Xinjiang,2014,14926,16088.03,1073.73,2693.05,215.84,22.57,561.52,6.22,45.89,169.87,48049.80396
31,Xinjiang,2015,15666,18119.78,748.59,2489.49,234.82,46.93,537.18,1.76,31.37,136.82,49645.79788
31,Xinjiang,2016,16302,19245.92,801.03,2452.8,245.89,57.08,546.57,0.99,38.83,130.64,51804.13999
31,Xinjiang,2017,17386,20437.23,1003.89,2532,282.06,78.04,600.92,0.37,56.47,122.49,55101.28432
31,Xinjiang,2018,17694,21790.02,995.29,2404.54,297.83,66.3,577.68,0.48,49.47,130.85,57360.58706
31,Xinjiang,2019,18490,23702.13,1016.41,2376.51,307.42,61.44,591.8,0.76,39.2,131.09,61001.25188
31,Xinjiang,2020,18981.8,25504.36,1018.67,2471.55,257.1,51.03,505.34,0.69,0.44,138.55,64314.12646
31,Xinjiang,2021,19852.47618,29160.52,1054.12,2529.32,289.94,48.03,519.41,0.52,0.78,153.07,71982.83747
31,Xinjiang,2022,20723.15237,29942.69,1013.62,2529.3,237.77,50.87,544.49,0.8,0.82,156.63,73364.88943
